id,customer_message,conversation_context,intent_label,should_escalate,expected_reason,reference_resolution,difficulty
GS0011,"<USER> why is your app the only app that freezes my phone when installed? No other app has ever done it, so why is yours so much worse?","Customer: <USER> why is your app the only app that freezes my phone when installed? No other app has ever done it, so why is yours | Spotify: <USER> Hi there! Can you tell us at which point in using the app does your device freeze? Also, does the issue only happ",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",easy
GS0012,"<USER> hi, the app crashes everytime I try to create a new playlist in a folder (on the Android app). Will it be fixed?","Customer: <USER> hi, the app crashes everytime I try to create a new playlist in a folder (on the Android app). Will it be fixed? | Spotify: <USER> Hey Alessia, that's not cool! Can you let us know the device, OS, and Spotify version you're using? We'll see wha | Customer: <USER> I'm using a Huawei p9 with Android 7.0, this is the version of the app (I've just realised I had missed an update | Spotify: <USER> Got it. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /JK",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",easy
GS0013,"<USER> hi, my Spotify keeps skipping randomly through songs, every song. Please help! (Have tried updating app already)","Customer: <USER> hi, my Spotify keeps skipping randomly through songs, every song. Please help! (Have tried updating app already) | Spotify: <USER> Hey! Which device, operating system, and version of Spotify are you using? We'd love to help /M <URL> | Customer: <USER> Thanks! It appears my wireless headphones are the problem as Spotify works w/ my normal earphones. They've always | Spotify: <USER> We appreciate the info! Can you DM us your account's username, or email? We'll take a closer look backstage /M <U",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",medium
GS0014,"<USER> hi. Share button in android app just crashes Spotify, has done for over a week now? Help. 8.4.22.857 on pixel xl","Customer: <USER> hi. Share button in android app just crashes Spotify, has done for over a week now? Help. 8.4.22.857 on pixel xl | Spotify: <USER> Hey Ricardo, thanks for the heads up! We're looking into this as we speak. Fingers crossed we'll have an update s | Customer: <USER> hope so. is it just me or others with this problem? | Spotify: <USER> We don't have any info on this right now, but our best tech folks are on the case as we speak. Hopefully we'll ha",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",medium
GS0015,"<USER> Hi - can you help with this issue? Play keeps stopping and telling me I'm listening on 'spotiamb 0.2.1' - is this a security concern or a bug? I don't know how to remove it or prevent it. Thanks, <URL>",Customer: <USER> Hi - can you help with this issue? Play keeps stopping and telling me I'm listening on 'spotiamb 0.2.1' - is this | Spotify: <USER> Hey Robert! We’re sorry to hear that. Check out <URL> for what to do next /CO,playback_issue,True,Sensitive issue or low confidence — escalate for human review,"Ask for device/OS/version; suggest restart, reinstall, cache clear",medium
GS0016,<USER> WHY DOES MY APP KEEP CRASHING,"Customer: <USER> WHY DOES MY APP KEEP CRASHING | Spotify: <USER> Hey Dan, that doesn't sound good. Can you let us know your device, operating system, and Spotify version? We'll s | Customer: <USER> iPhone 6s, iOS 11.1, and just updated to the newest Spotify. Still crashing | Spotify: <USER> Thanks! Can you try logging out, restarting your phone by holding Home + Lock for 10 seconds, and logging back in",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",hard
GS0017,My <USER> keeps crashing ffs,"Customer: My <USER> keeps crashing ffs | Spotify: <USER> Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll se",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",hard
GS0018,<USER> <USER> Still not playing music,"Customer: <USER> <USER> Still not playing music | Spotify: <USER> Hey Trisha! The cavalry's here. Can you fire over the device's make/model, operating system, and the Spotify vers | Customer: <USER> Tizen | Spotify: <USER> Got it. Are you getting a specific error message whenever you try playing any tracks on the app? A screenshot of ",playback_issue,False,Standard playback issue — auto-handle with evidence,"Ask for device/OS/version; suggest restart, reinstall, cache clear",hard
GS0019,"Still blows my mind that <USER> doesn't have a ""Clean Only"" option. I would pay additional on top of my premium account for that option.","Customer: Still blows my mind that <USER> doesn't have a ""Clean Only"" option. I would pay additional on top of my premium account  | Spotify: <USER> Hey there! We hear you. To help make it happen, we’d recommend showing your support for the idea here: <URL> /MC | Customer: <USER> Also, the ""Explicit button"" doesn't solve my problem. I want to be able to play all clean versions, not skip over | Spotify: <USER> We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0020,<USER> So premium is free now? You're not going to charge me next month? Great!,"Customer: <USER> So premium is free now? You're not going to charge me next month? Great! | Spotify: <USER> Hi Gary, help's here! Can you DM us your account's email address? We'll take a look backstage /DV <URL> | Customer: <USER> Help for what? It works great. I just saw the announcement about trying premium for free. | Spotify: <USER> Got it. The 30-day trial is available to customers who haven't had Premium before. You can DM us your email addre",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0021,"<USER> I’ve been a premium user for years. Can I also use this promotion? You’re not neglecting us who’ve used the platform for 7, or so, years?",Customer: <USER> I’ve been a premium user for years. Can I also use this promotion? You’re not neglecting us who’ve used the platf | Spotify: <USER> Hey David! Help's here. Can you DM us your account's email address? We'll take a look backstage /MG <URL>,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0022,<USER> i bought premium and its not showing up on my account but the funds have cleared my account,Customer: <USER> i bought premium and its not showing up on my account but the funds have cleared my account | Spotify: <USER> Hey Amy! Can you DM us your account's email address and username? We'll take a look backstage /SU <URL>,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0023,<USER> WHEN are the spotify presale codes for billie eilish sent out?,Customer: <USER> WHEN are the spotify presale codes for billie eilish sent out? | Spotify: <USER> Hey Nicole! Pre-sale codes are being sent out by email to some of Billie Eilish's biggest fans on Spotify. Hopefu,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0024,<USER> I have a premium family acct under __email__ but My Account says Free Acct. so I get ads; please fix.,Customer: <USER> I have a premium family acct under __email__ but My Account says Free Acct. so I get ads; please fix. | Spotify: <USER> Hi there! We'd suggest deleting your tweet to keep your info private. Can you send us a DM instead? We'll do our ,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0025,<USER> I can’t sign up to premium as I’m with Tesco mobile. How do I sign up?,Customer: <USER> I can’t sign up to premium as I’m with Tesco mobile. How do I sign up? | Spotify: <USER> Hi Freddie! Can you shoot over your account's username and email address? We'll check things out backstage /WW <U,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0026,"<USER> Spotify premium,I deactivated my FB acc&amp;you logged me out of Spotify,tried to login with a New FB but it's not my premium acc","Customer: <USER> Spotify premium,I deactivated my FB acc&amp;you logged me out of Spotify,tried to login with a New FB but it's no | Spotify: <USER> Hey Amy! Can you DM us your account's email address? We'll take a look backstage /JL <URL>",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0027,<USER> I don't have an account but am being charged monthly on credit card. I've cancelled the card twice now and my CC bank has been unable to stop the recurring payments. How do I stop these payments? I've never had a spotify account and you don't have a phone # to call,"Customer: <USER> I don't have an account but am being charged monthly on credit card. I've cancelled the card twice now and my CC  | Spotify: <USER> Hey there! We don't have phone support, but we're happy to help here. Can you DM us any email addresses you have?",subscription_billing,True,Financial dispute or unexpected charge — human review needed,Direct to account billing page; explain charge or pricing change,easy
GS0028,<USER> i tried to get premium for a student and wasn’t eligible but you still charged me and I don’t have premium would like money back,Customer: <USER> i tried to get premium for a student and wasn’t eligible but you still charged me and I don’t have premium would  | Spotify: <USER> Hey Joshua! The cavalry's here. Can you DM us your username or email address? We'll take a look backstage /HC <UR,subscription_billing,True,Financial dispute or unexpected charge — human review needed,Direct to account billing page; explain charge or pricing change,easy
GS0029,<USER> my phone plan is now including spotify - so how do I change from paying for it for myself? thanks,Customer: <USER> my phone plan is now including spotify - so how do I change from paying for it for myself? thanks | Spotify: <USER> Hi Holly! We're here to help. Can you DM us your account's username or email address? We'll take a look backstage,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0030,"<USER> where should I send my details about my student status, I would like to apply for student discount but I am from Czech. Thx!:)","Customer: <USER> where should I send my details about my student status, I would like to apply for student discount but I am from  | Spotify: <USER> Hi! We've just sent a DM your way. Let's carry on chatting there /TC",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,easy
GS0031,"<USER> Hi I’ve been kicked out my premium account (I get premium with my Vodafone contract) &amp; can’t remember any of my sign in details, what do I need to do?",Customer: <USER> Hi I’ve been kicked out my premium account (I get premium with my Vodafone contract) &amp; can’t remember any of  | Spotify: <USER> Hey there Could you DM us and email addresses or usernames you may have used? Keep us posted /DF <URL>,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,medium
GS0032,"<USER> I'm trying to update my premium payment and I just get this loading page, what's the story? <URL>","Customer: <USER> I'm trying to update my premium payment and I just get this loading page, what's the story? <URL> | Spotify: <USER> Hi Graham! Could you try updating your payment info at <URL> on a desktop or laptop computer? Let us know how it  | Customer: <USER> Ah it's OK I got it sorted, thank you | Spotify: <USER> That's great to hear! If we can help with anything else, we're just a tweet away. <URL> 🙂 /NJ",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,medium
GS0033,<USER> im having trouble while upgrading premium it says oops seems your card or payment providers is having a bad day. i tried it with 4 different cards but its still the same can u please help?,Customer: <USER> im having trouble while upgrading premium it says oops seems your card or payment providers is having a bad day.  | Spotify: <USER> Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO ,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,medium
GS0034,<USER> i️ have a billing question,"Customer: <USER> i️ have a billing question | Spotify: <USER> Hey, fire away! We're here to help /RH | Customer: <USER> i️ signed up for hulu + spotify student discount. spotify took out $4.99 as agreed but hulu took their full porti | Spotify: <USER> Can you DM us your account's email address or username? We'll take a look backstage /RH <URL>",subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,hard
GS0035,<USER> did you get my tweet re billing?,Customer: <USER> did you get my tweet re billing? | Spotify: <USER> Hey there! We're afraid we haven't received any. Do you mind sending it again through DM with your account's user,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,hard
GS0036,<USER> Noway to get more discounts???,Customer: <USER> Noway to get more discounts??? | Spotify: <USER> Hey there! You can check out <URL> to find available offers. Hope that helps /PB,subscription_billing,False,Standard subscription billing — auto-handle with evidence,Direct to account billing page; explain charge or pricing change,hard
GS0037,"<USER> I've signed out of every device and reset my password to fix it, but seriously <USER>, why does this seem to mostly be a problem with rogue iPhones hijacking accounts?","Customer: <USER> I've signed out of every device and reset my password to fix it, but seriously <USER>, why does this seem to most | Spotify: <USER> Hey there! Can you DM us your account's username or email address? We'll take a look backstage /MC <URL>",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0038,<USER> I’m unable to reset my password. I sent you guys a DM,Customer: <USER> I’m unable to reset my password. I sent you guys a DM | Spotify: <USER> Hi! We've just dropped you a DM. Check it out /JE,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0039,<USER> is there a phone number where I can speak to someone please ? you have taken my monthly subscription but I cannot log in !!!,"Customer: <USER> is there a phone number where I can speak to someone please ? you have taken my monthly subscription but I cannot | Spotify: <USER> Hey there. We currently don't offer telephone support, but we'd be happy to help you out via Twitter! Can you DM ",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0040,"<USER> You need to clearly define for family plan- Step 1. Send invite, step 2. Have family member create used id and password onsite first, step 3. Family member accept invite. Better yet, automate family account creatation via invite. Sheesh.","Customer: <USER> You need to clearly define for family plan- Step 1. Send invite, step 2. Have family member create used id and pa | Spotify: <USER> 2: the email addresses or usernames of your family members? We'll take a look backstage /LO <URL> | Spotify: <USER> 1: Hey Hani, we hear you! We're passing on all feedback around this – thanks for sharing your thoughts. Could you",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0041,<USER> How do I retrieve my email used for my account? I can't remember which I used and can't log in,Customer: <USER> How do I retrieve my email used for my account? I can't remember which I used and can't log in | Spotify: <USER> Hey! The cavalry's here. Could you DM us any usernames or email addresses you could've used for it? We'll take a ,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0042,Why do I have to re-log into <USER> every day then back to Spotify after signing in to launch the web player. It's pretty frustrating,"Customer: Why do I have to re-log into <USER> every day then back to Spotify after signing in to launch the web player. It's prett | Spotify: <USER> Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV <URL>",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0043,<USER> my friend logged into her spotify account on my iphone via facebook now i don’t know how to change it back to log in on my facebook. what do i do?,"Customer: <USER> my friend logged into her spotify account on my iphone via facebook now i don’t know how to change it back to log | Spotify: <USER> Hey there, help's here! Could you fire over a DM with your username and email address? We'll check it out 🔍 /LJ <",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0044,"<USER> ok seriously? Login keeps saying wrong password, I changed it, still doesn’t work? Messaged <USER> and no response 😒","Customer: <USER> ok seriously? Login keeps saying wrong password, I changed it, still doesn’t work? Messaged <USER> and no respons | Spotify: <USER> Hey! We've sent you a DM. We'll carry on chatting there /LO",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0045,"<USER> why can't I save podcasts to my ""your music"" section. Such a pain in the Ass to search for podcasts I want to listen to everytime I login.","Customer: <USER> why can't I save podcasts to my ""your music"" section. Such a pain in the Ass to search for podcasts I want to lis | Spotify: <USER> Hey there. We're afraid we don't have info on this, but you can show your support for a similar idea: <URL> /JP | Customer: <USER> Thanks. Voted. Crossing my fingers that I can count on spotify for my podcasting needs | Spotify: <USER> Great! You can also invite your friends to vote and make it more popular. For anything else, we're always just a ",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0046,"<USER> hi, i can't seem to access the <URL> website from uk","Customer: <USER> hi, i can't seem to access the <URL> website from uk | Spotify: <USER> Hey! Does restarting the device help at all? Also, does the same thing happen when using a different device? /RC",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0047,"Is <USER> having a seizure for anyone else, or am I the only one who hits the ""Login with Facebook"" button?","Customer: Is <USER> having a seizure for anyone else, or am I the only one who hits the ""Login with Facebook"" button? | Spotify: <USER> Hi Kimberly, that doesn't seem right! Are you unable to log in? Can you DM us your account's email address? We'll",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0048,<USER> is there a way to remove an block devices from accessing my account because someone has connected there device to my account,Customer: <USER> is there a way to remove an block devices from accessing my account because someone has connected there device to | Spotify: <USER> Hey there! We’re sorry to hear that. Check out <URL> for what to do next /BH,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,easy
GS0049,"Hello .<USER>! I noticed that every time I try to log in, it accepts my username and password but would be logged out again :(","Customer: Hello .<USER>! I noticed that every time I try to log in, it accepts my username and password but would be logged out ag | Spotify: <USER> Hey there! Can you let us know your account's username or email address? We'll take a look backstage /AP <URL>",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,medium
GS0050,<USER> Help! I can't log-in using my facebook account,Customer: <USER> Help! I can't log-in using my facebook account | Spotify: <USER> Hey there! Can you DM us your account's email address or the link to your Facebook profile? We'll take a look und,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,medium
GS0051,<USER> hi there - email today saying I should follow link to change my password as you have reset it. Genuine?,Customer: <USER> hi there - email today saying I should follow link to change my password as you have reset it. Genuine? | Spotify: <USER> Hey Martin! Help's here. Could you DM us a screenshot of the email showing the sender's email address? We'll chec,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,medium
GS0052,<USER> Can't login when set to offline?,Customer: <USER> Can't login when set to offline? | Spotify: <USER> Hey! We've just replied to your DM. We'll carry on helping out there /MU,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,hard
GS0053,<USER> Umm I can’t even log in,Customer: <USER> Umm I can’t even log in | Spotify: <USER> Hey there! Could you DM us your account's username and email address? We'll see what we can suggest /DF <URL>,account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,hard
GS0054,<USER> why can’t I ever login? <URL>,"Customer: <USER> why can’t I ever login? <URL> | Spotify: <USER> Hey Margaret, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR <",account_access,False,Standard account access — auto-handle with evidence,Direct to password reset; verify email,hard
GS0055,<USER> Some of the albums have been removed that sung by Sri Lankan artists.,"Customer: <USER> Some of the albums have been removed that sung by Sri Lankan artists. | Spotify: <USER> Hi! We do our best. Sometimes agreements are ongoing, or can't be reached with the content provider. Hopefully we",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0056,<USER> I need support with set up. Live chat option appears to have disappeared,Customer: <USER> I need support with set up. Live chat option appears to have disappeared | Spotify: <USER> Hi there! How can we help? Are you having some issues with the app? We'll see what we can do for you /NY,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0057,"<USER> Boards of Canada's, The Campfire Headphase on #Spotify is missing the track Macquarie Ridge, could you fix this please #BOC <URL>","Customer: <USER> Boards of Canada's, The Campfire Headphase on #Spotify is missing the track Macquarie Ridge, could you fix this p | Spotify: <USER> Hey Dave! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /LO",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0058,<USER> what's going on? All my most listened to music is no longer saved. I lost all my <USER> saved albums today. 😭😤,"Customer: <USER> what's going on? All my most listened to music is no longer saved. I lost all my <USER> saved albums today. 😭😤 | Spotify: <USER> Hey James, that's not cool. If possible, could you check if you can still see the albums using other devices? Let | Customer: <USER> Strange it's all still on my PC. I can't seem to add the albums back on my phone either. It says 'saved' but does | Spotify: <USER> Got it. Best thing to try here is a reinstall. Just follow the steps at <URL> Fingers crossed that'll do the tric",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0059,<USER> When I go onto an album on the desktop it shows the 2016 if it's a 2017 album and doesn't show a real date. E.g Lil Uzi has a song from 2 Nov 2017 and it says 2016 on the desktop. How do I fix it.,"Customer: <USER> When I go onto an album on the desktop it shows the 2016 if it's a 2017 album and doesn't show a real date. E.g L | Spotify: <USER> Hey there! Can you send us the Album Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check things  | Spotify: <USER> Just to check, do you see the same thing on other devices as well? Keep us posted /PB | Customer: <USER> Happens with every playable song",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0060,The moment when <USER> once again deletes all your saved albums! <URL>,Customer: The moment when <USER> once again deletes all your saved albums! <URL> | Spotify: <USER> Hey Marcel! Can you DM us your account's username or email address? We'll check backstage /NG <URL>,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0061,"<USER> I submitted a new song to Spotify under my artist name, ""SNL"", but today it was released under another artist?! What to do?","Customer: <USER> I submitted a new song to Spotify under my artist name, ""SNL"", but today it was released under another artist?! W | Spotify: <USER> Hey Sakarias! We've sent a reply to your DM. Let's carry on chatting there 🙂 /LP",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0062,<USER> what happened to the Grateful Dead's RFK Stadium album that was on there on Friday but is now gone?,Customer: <USER> what happened to the Grateful Dead's RFK Stadium album that was on there on Friday but is now gone? | Spotify: <USER> Hey there! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it avail,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0063,I love it but i can no longer use it since i don't live in EU zone. I miss it. Please add Russia for loyal users <USER>,Customer: I love it but i can no longer use it since i don't live in EU zone. I miss it. Please add Russia for loyal users <USER> | Spotify: <USER> Hey! We're launching in new countries as often as possible. Be sure to add your email at <URL> /NQ,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0064,<USER> I like this offer and want to give you my money; am I missing something or does this landing page not have a CTA where I can give you my paycheck? <URL>,Customer: <USER> I like this offer and want to give you my money; am I missing something or does this landing page not have a CTA  | Spotify: <USER> Hey Jaslyn! Can you DM us your account's username or email address? We'll take a look backstage /MS <URL>,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0065,<USER> what should I do if my album is currently under another bands spotify page? Trying to get access on Spotify for artists.,"Customer: <USER> what should I do if my album is currently under another bands spotify page? Trying to get access on Spotify for a | Spotify: <USER> Hey! You can contact our Artist team here: <URL> They'll be the best folks to help you out /ND | Customer: <USER> Thanks 😘 | Spotify: <USER> No worries! If you need us again, just... <URL> /ND",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0066,<USER> having problems seeing new episode of some podcasts. had this problem previously. can you clear my cache from behind the scenes? I did it it and still no luck,Customer: <USER> having problems seeing new episode of some podcasts. had this problem previously. can you clear my cache from beh | Spotify: <USER> Hi Brandon! Help's here. We have some info to share in private. Can we take this to DM? /DD <URL>,content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,easy
GS0067,"<USER> station ""This is Ron Pope"" ... doesn't play any of <USER>'s new album, ""Work."" &lt;eye roll&gt; It's just too great to overlook!","Customer: <USER> station ""This is Ron Pope"" ... doesn't play any of <USER>'s new album, ""Work."" &lt;eye roll&gt; It's just too gre | Spotify: <USER> Hi there! Can you tell us the device, operating system, and Spotify version you're rocking? We'll see what we can | Customer: <USER> Hi there. I'm using the Spotify desktop computer download (ON Windows 7), Spotify version: 1.0.65.320.gac7a8e02.  | Spotify: <USER> Got it! Could you also fire over the album's URI? Just go to the album &gt; 3 dots &gt; Share &gt; URI. We'll tak",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,medium
GS0068,hello <USER> im still waiting even though i finished the whole album already,"Customer: hello <USER> im still waiting even though i finished the whole album already | Spotify: <USER> Hey Gi! Just to be sure, which album are you waiting for? /JN",content_not_found,False,Standard content not found — auto-handle with evidence,Explain licensing/regional availability,medium
